Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,ROE,ROA,Fluxo_Caixa_Operacional,Fluxo_Caixa_Livre,Fluxo_Caixa_Investimento,Fluxo_Caixa_Financiamento,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,DividendosProducao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2017,1T,2017\textos\2017_1T_RR.txt,Não informado,Não informado,758 milhões R$,Não informado,Não informado,Não informado,Não informado,7.637 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,14.507 milhões R$,2.255 milhões R$,12.252 milhões R$,Não informado,250 mil toneladas/ano (projeto de expansão de laminação de aços planos),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\textos\2017_1T_RR.txt,Não informado,400 milhões R$ (incremental anual potencial do projeto),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-1.300 milhões R$ (1T25),Não informado,Não informado,Não informado,Não informado,Não informado,"243,5 milhões R$ (R$ 0,12 por ação, aprovado em 28/04/2025)","5,5 milhões de toneladas (Projeto Itabiritos, minério de ferro)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\textos\2017_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,525 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2017\textos\2017_1T_RR.txt,17.375 milhões R$,Não informado,2.053 milhões R$,Não informado,Não informado,11.8%,"Despesas com vendas: 194 milhões R$, Despesas gerais e administrativas: 24 milhões R$, Outras despesas operacionais: 183 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,901 milhões R$,Não informado,-2.380 milhões R$,594 milhões R$,Não informado,Não informado,Não informado,202 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2017\textos\2017_1T_RR.txt,16.210 milhões R$,Não informado,758 milhões R$,Não informado,Não informado,4.7%,"Despesas com vendas: 349 milhões R$, Despesas gerais e administrativas: 47 milhões R$, Outras despesas operacionais: 318 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,831 milhões R$,Não informado,-1.083 milhões R$,363 milhões R$,Não informado,Não informado,Não informado,225 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2017\textos\2017_1T_RR.txt,1.366 milhões R$,188 milhões R$,Não informado,Não informado,13.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.561 milhões R$,2.097 milhões R$,8.461 milhões R$,Não informado,63%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2017\textos\2017_1T_RR.txt,1.191 milhões R$,285 milhões R$,Não informado,Não informado,23.9%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,71%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\textos\2017_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,2T,2017\textos\2017_2T_RR.txt,17.526 milhões R$,2.561 milhões R$,864 milhões R$,Não informado,14.6%,4.9%,Não informado,"0,85x EBITDA ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,-773 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\textos\2017_2T_RR.txt,17.375 milhões R$,2.402 milhões R$,780 milhões R$,Não informado,13.8%,4.5%,Não informado,"0,69x EBITDA ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,-1.252 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,2T,2017\textos\2017_2T_RR.txt,7.317 milhões R$,1.096 milhões R$,Não informado,Não informado,15.0%,Não informado,255 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\textos\2017_2T_RR.txt,6.345 milhões R$,1.293 milhões R$,Não informado,Não informado,20.4%,Não informado,226 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2017\textos\2017_2T_RR.txt,9.139 milhões R$,1.395 milhões R$,Não informado,Não informado,15.3%,Não informado,204 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2017\textos\2017_2T_RR.txt,1.331 milhões R$,87 milhões R$,Não informado,Não informado,6.5%,Não informado,42 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2017\textos\2017_2T_RR.txt,17.500 milhões R$,2.600 milhões R$,864 milhões R$,Não informado,14.9%,4.9%,557 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,78%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,78%
2025,2T,2017\textos\2017_2T_RR.txt,Não informado,2.561 milhões R$,864 milhões R$,Não informado,Não informado,Não informado,Não informado,9.116 bilhões R$,Não informado,Não informado,Não informado,Não informado,1.015 milhões R$,-773 milhões R$,Não informado,Não informado,18.090 bilhões R$,2.553 bilhões R$,15.537 bilhões R$,"239,5 milhões R$",1 milhão de toneladas/ano de bobinas a quente,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2017\textos\2017_2T_RR.txt,17.526 milhões R$,Não informado,864 milhões R$,Não informado,Não informado,4.9%,282 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2017\textos\2017_2T_RR.txt,16.616 milhões R$,Não informado,867 milhões R$,Não informado,Não informado,5.2%,441 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2017\textos\2017_2T_RR.txt,34.901 milhões R$,Não informado,1.622 milhões R$,Não informado,Não informado,4.6%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2017\textos\2017_2T_RR.txt,32.826 milhões R$,Não informado,2.920 milhões R$,Não informado,Não informado,8.9%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
