Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2016,3T,2016\\textos\\2016_3T_RR.txt,Não informado,1.160 milhões R$,95 milhões R$,Não informado,10.8%,Não informado,492 milhões R$ (Despesas financeiras),15.837 milhões R$ (30.09.2016),286 milhões R$ (CAPEX 3T16),Não informado,Não informado,"1,1 milhão de toneladas/ano (Laminador de chapas grossas Ouro Branco/MG)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,2.971 milhões R$,402 milhões R$,Não informado,Não informado,13.5%,Não informado,2.453 milhões R$,Não informado,Não informado,Não informado,1.663 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.434 milhões R$,233 milhões R$,Não informado,Não informado,16.2%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.120 milhões R$,157 milhões R$,Não informado,Não informado,14.0%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.386 milhões R$,408 milhões R$,Não informado,Não informado,29.4%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,3.470 milhões R$,274 milhões R$,Não informado,Não informado,7.9%,Não informado,Não informado,Não informado,Não informado,Não informado,1.468 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.120 milhões R$,139 milhões R$,Não informado,Não informado,12.4%,Não informado,Não informado,Não informado,Não informado,Não informado,301 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.386 milhões R$,224 milhões R$,Não informado,Não informado,16.2%,Não informado,Não informado,Não informado,Não informado,Não informado,461 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,8.699 milhões R$,Não informado,95 milhões R$,Não informado,Não informado,1.1%,8.136 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,3T,2016\\textos\\2016_3T_RR.txt,1.868 milhões R$,284 milhões R$,95 milhões R$,Não informado,15.2%,5.1%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,8.620 milhões R$,716 milhões R$,Não informado,Não informado,8.3%,Não informado,535 milhões R$,"3,5x EBITDA",Não informado,Não informado,3.326 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,Não informado,-2.189 milhões R$,-3.076 milhões R$,Não informado,Não informado,Não informado,Depreciação/Amortização: 671 milhões R$; Provisão IR/CS: -249 milhões R$; Despesas financeiras: -509 milhões R$,14.495 milhões R$ (31.12.2016),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,2.923 milhões R$,264 milhões R$,Não informado,Não informado,9.0%,Não informado,226 milhões R$ (CAPEX 4T16); 36 milhões R$ (Imposto de Renda 4T16); 384 milhões R$ (Juros da Dívida 4T16); 2.777 milhões R$ (Custo das vendas ON Brasil 4T16),Não informado,226 milhões R$ (CAPEX 4T16),Não informado,1.273 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,3.373 milhões R$,127 milhões R$,Não informado,Não informado,3.8%,Não informado,Não informado,Não informado,Não informado,Não informado,1.274 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,1.210 milhões R$,132 milhões R$,Não informado,Não informado,10.9%,Não informado,Não informado,Não informado,Não informado,Não informado,314 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,1.366 milhões R$,151 milhões R$,Não informado,Não informado,11.1%,Não informado,Impacto de maiores despesas operacionais não recorrentes no 4T16 (valor não detalhado),Não informado,Não informado,Não informado,465 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2016,4T,2016\\textos\\2016_4T_RR.txt,8.620 milhões R$,Não informado,-3.074 milhões R$,Não informado,Não informado,35.7%,534 milhões R$,9.451 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2015,4T,2016\\textos\\2016_4T_RR.txt,10.449 milhões R$,Não informado,-3.170 milhões R$,Não informado,Não informado,30.3%,655 milhões R$,23.822 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_AP.txt,8.459 milhões R$,853 milhões R$,824 milhões R$,Não informado,10.1%,9.7%,439 milhões R$,19.700 milhões R$,Não informado,Não informado,3.591 mil toneladas,674 mil toneladas de aço/ano,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_AP.txt,Não informado,853 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,8.459 milhões R$,853 milhões R$,824 milhões R$,Não informado,10.1%,9.7%,439 milhões R$,Não informado,Não informado,Não informado,4.018 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,Não informado,1.735 milhões R$,824 milhões R$,Não informado,Não informado,Não informado,528 milhões R$ (depreciação e amortização),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,Não informado,Não informado,Prejuízo líquido ajustado de 34 milhões R$,Não informado,Não informado,Não informado,Não informado,14.247 milhões R$ (em 31.03.2017),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,Não informado,853 milhões R$ (ajustado),Não informado,Não informado,Não informado,Não informado,"CAPEX 1T17: 237 milhões R$, Imposto de Renda 1T17: 53 milhões R$, Juros da Dívida 1T17: 362 milhões R$","3,5x EBITDA (em 31.03.2017)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,Não informado,389 milhões R$ (consolidado),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"ON Brasil: 1.481 mil toneladas de aço bruto; ON América do Norte: 1.711 mil toneladas de aço bruto; Minério de ferro: 870 mil toneladas comercializado para terceiros, 1.106 mil toneladas consumo interno",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,1T,2017\\textos\\2017_1T_RR.txt,8.459 milhões R$,157 milhões R$,824 milhões R$,Não informado,1.9%,9.7%,Despesas com vendas: 138 milhões R$; Despesas gerais e administrativas: 301 milhões R$,14.247 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,2T,2017\\textos\\2017_2T_AP.txt,9.166 milhões R$,1.120 milhões R$,147 milhões R$,Não informado,12.2%,1.6%,420 milhões R$,20.6 bilhões R$,Não informado,Não informado,3.707 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,2T,2017\\textos\\2017_2T_RR.txt,9.166 milhões R$,1.120 milhões R$,937 milhões R$,Não informado,12.2%,10.2%,420 milhões R$,5.4 bilhões R$,Não informado,Não informado,3.707 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2017,2T,2017\\textos\\2017_2T_RR.txt,3.060 milhões R$,473 milhões R$,75 milhões R$,Não informado,15.5%,2.5%,Custo de vendas: 2.684 milhões R$; Depreciação/amortização: 526 milhões R$; Despesas financeiras: 454 milhões R$,14.534 milhões R$,Não informado,Não informado,1.545 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
