id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
241,Medidor Corrente,0.91,0.83,0.99,0.83,83.18,101.84,0.86,0.79,2015-01-11 00:00:00
242,Calibrador Robos,0.86,0.9,0.99,0.76,74.23,105.76,0.91,0.89,2015-01-11 01:00:00
243,Inspetor Visual Otico,0.81,0.78,0.94,0.87,80.49,118.88,0.94,0.84,2015-01-11 02:00:00
244,Testador Circuito SMT,0.83,0.8,0.93,0.86,82.7,91.29,0.85,0.72,2015-01-11 03:00:00
245,Medidor Corrente,0.91,0.9,0.95,0.84,86.16,109.52,0.87,0.78,2015-01-11 04:00:00
246,Equipamento Solda por Refusao,0.8,0.76,0.95,0.78,87.55,116.73,0.92,0.85,2015-01-11 05:00:00
247,Testador Circuito SMT,0.85,0.87,0.92,0.88,80.93,98.38,0.93,0.87,2015-01-11 06:00:00
248,Equipamento Solda por Onda,0.94,0.82,0.96,0.79,96.22,116.48,0.89,0.7,2015-01-11 07:00:00
249,Equipamento Solda por Refusao,0.95,0.9,0.92,0.82,83.53,82.5,0.91,0.76,2015-01-11 08:00:00
250,Medidor Corrente,0.81,0.91,0.97,0.82,75.66,88.89,0.89,0.73,2015-01-11 09:00:00
251,Equipamento Solda por Refusao,0.91,0.83,0.92,0.87,74.38,91.91,0.88,0.88,2015-01-11 10:00:00
252,Calibrador Robos,0.82,0.8,0.98,0.78,70.3,91.39,0.89,0.73,2015-01-11 11:00:00
253,Calibrador Robos,0.86,0.91,0.91,0.77,84.92,113.24,0.81,0.76,2015-01-11 12:00:00
254,Equipamento Solda por Onda,0.86,0.84,0.94,0.85,81.95,92.01,0.91,0.76,2015-01-11 13:00:00
255,Scanner AOI,0.92,0.83,0.92,0.85,79.64,94.72,0.81,0.79,2015-01-11 14:00:00
256,Equipamento Solda por Onda,0.88,0.85,0.93,0.84,85.79,91.83,0.87,0.85,2015-01-11 15:00:00
257,Inspetor Visual Otico,0.92,0.79,0.98,0.83,86.42,105.87,0.95,0.83,2015-01-11 16:00:00
258,Calibrador Robos,0.87,0.9,0.98,0.87,79.76,80.29,0.92,0.71,2015-01-11 17:00:00
259,Testador Circuito SMT,0.83,0.82,0.98,0.82,88.13,109.25,0.8,0.77,2015-01-11 18:00:00
260,Testador Circuito SMT,0.85,0.76,0.94,0.77,81.04,83.71,0.92,0.83,2015-01-11 19:00:00
261,Calibrador Robos,0.81,0.85,0.96,0.79,98.36,100.18,0.85,0.7,2015-01-11 20:00:00
262,Scanner AOI,0.8,0.85,0.91,0.87,76.73,100.71,0.83,0.77,2015-01-11 21:00:00
263,Inspetor Visual Otico,0.92,0.79,0.96,0.89,81.11,82.35,0.92,0.71,2015-01-11 22:00:00
264,Calibrador Robos,0.81,0.84,0.92,0.76,80.84,111.18,0.87,0.89,2015-01-11 23:00:00
265,Equipamento Solda por Onda,0.89,0.76,0.94,0.87,77.63,101.86,0.86,0.74,2015-01-12 00:00:00
266,Scanner AOI,0.93,0.8,0.91,0.78,85.4,84.89,0.84,0.85,2015-01-12 01:00:00
267,Scanner AOI,0.81,0.85,0.93,0.81,84.11,84.06,0.92,0.79,2015-01-12 02:00:00
268,Calibrador Robos,0.92,0.79,0.98,0.81,94.13,103.17,0.82,0.85,2015-01-12 03:00:00
269,Calibrador Robos,0.94,0.77,0.94,0.9,84.55,97.72,0.89,0.76,2015-01-12 04:00:00
270,Calibrador Robos,0.87,0.89,0.98,0.85,76.68,95.83,0.9,0.8,2015-01-12 05:00:00
271,Inspetor Visual Otico,0.85,0.85,0.96,0.9,93.45,101.23,0.83,0.78,2015-01-12 06:00:00
272,Calibrador Robos,0.83,0.83,0.92,0.89,76.16,88.46,0.81,0.87,2015-01-12 07:00:00
273,Calibrador Robos,0.84,0.86,0.96,0.81,93.38,111.48,0.85,0.78,2015-01-12 08:00:00
274,Testador Circuito SMT,0.93,0.81,0.92,0.88,70.21,96.5,0.83,0.74,2015-01-12 09:00:00
275,Equipamento Solda por Refusao,0.83,0.87,0.92,0.83,85.62,98.08,0.93,0.78,2015-01-12 10:00:00
276,Inspetor Visual Otico,0.82,0.87,0.97,0.87,89.1,112.21,0.89,0.88,2015-01-12 11:00:00
277,Testador Circuito SMT,0.87,0.86,0.95,0.78,75.83,102.16,0.83,0.75,2015-01-12 12:00:00
278,Medidor Corrente,0.84,0.91,0.94,0.81,99.73,86.14,0.92,0.88,2015-01-12 13:00:00
279,Inspetor Visual Otico,0.88,0.84,0.91,0.84,82.06,94.38,0.85,0.74,2015-01-12 14:00:00
280,Equipamento Solda por Onda,0.85,0.89,0.93,0.88,94.03,93.39,0.86,0.73,2015-01-12 15:00:00
281,Equipamento Solda por Onda,0.91,0.79,0.9,0.78,90.79,115.39,0.9,0.78,2015-01-12 16:00:00
282,Equipamento Solda por Onda,0.93,0.9,0.91,0.79,93.97,88.17,0.93,0.83,2015-01-12 17:00:00
283,Equipamento Solda por Onda,0.84,0.89,0.98,0.85,99.81,82.14,0.85,0.74,2015-01-12 18:00:00
284,Scanner AOI,0.91,0.89,0.9,0.81,89.73,111.22,0.83,0.71,2015-01-12 19:00:00
285,Medidor Corrente,0.83,0.81,0.92,0.76,95.06,119.31,0.89,0.9,2015-01-12 20:00:00
286,Scanner AOI,0.89,0.76,0.94,0.8,77.79,86.53,0.87,0.74,2015-01-12 21:00:00
287,Testador Circuito SMT,0.93,0.88,0.94,0.87,77.8,81.62,0.93,0.77,2015-01-12 22:00:00
288,Equipamento Solda por Refusao,0.87,0.9,0.93,0.79,84.29,82.29,0.83,0.84,2015-01-12 23:00:00
289,Testador Circuito SMT,0.92,0.75,0.92,0.78,77.64,89.08,0.86,0.74,2015-01-13 00:00:00
290,Calibrador Robos,0.83,0.88,0.98,0.85,96.41,110.71,0.93,0.86,2015-01-13 01:00:00
291,Equipamento Solda por Onda,0.84,0.75,0.95,0.77,91.4,81.77,0.91,0.71,2015-01-13 02:00:00
292,Inspetor Visual Otico,0.84,0.77,0.97,0.78,85.2,107.2,0.92,0.86,2015-01-13 03:00:00
293,Equipamento Solda por Refusao,0.82,0.79,0.91,0.79,91.78,95.8,0.87,0.83,2015-01-13 04:00:00
294,Medidor Corrente,0.83,0.89,0.98,0.76,95.52,91.71,0.91,0.72,2015-01-13 05:00:00
295,Testador Circuito SMT,0.89,0.87,0.91,0.89,72.68,115.18,0.87,0.75,2015-01-13 06:00:00
296,Inspetor Visual Otico,0.85,0.9,0.95,0.8,97.46,109.97,0.94,0.74,2015-01-13 07:00:00
297,Testador Circuito SMT,0.92,0.79,0.91,0.89,88.4,96.8,0.84,0.85,2015-01-13 08:00:00
298,Inspetor Visual Otico,0.8,0.9,0.98,0.83,93.19,114.96,0.95,0.81,2015-01-13 09:00:00
299,Testador Circuito SMT,0.89,0.83,0.94,0.85,79.7,88.3,0.88,0.75,2015-01-13 10:00:00
300,Inspetor Visual Otico,0.94,0.77,0.99,0.83,91.9,110.94,0.82,0.8,2015-01-13 11:00:00
301,Inspetor Visual Otico,0.9,0.77,0.96,0.84,82.31,83.34,0.92,0.75,2015-01-13 12:00:00
302,Scanner AOI,0.91,0.85,0.93,0.89,86.64,90.73,0.91,0.76,2015-01-13 13:00:00
303,Calibrador Robos,0.82,0.92,0.92,0.81,95.07,95.37,0.87,0.76,2015-01-13 14:00:00
304,Testador Circuito SMT,0.94,0.85,0.94,0.8,96.4,103.99,0.81,0.77,2015-01-13 15:00:00
305,Medidor Corrente,0.83,0.85,0.95,0.87,85.52,102.11,0.81,0.78,2015-01-13 16:00:00
306,Calibrador Robos,0.82,0.76,0.95,0.84,94.83,102.32,0.83,0.73,2015-01-13 17:00:00
307,Inspetor Visual Otico,0.84,0.89,0.9,0.87,91.03,92.05,0.91,0.83,2015-01-13 18:00:00
308,Calibrador Robos,0.92,0.88,0.99,0.89,98.67,89.7,0.94,0.9,2015-01-13 19:00:00
309,Equipamento Solda por Refusao,0.93,0.79,0.94,0.8,99.55,83.53,0.88,0.82,2015-01-13 20:00:00
310,Calibrador Robos,0.94,0.89,0.95,0.9,80.27,92.06,0.92,0.71,2015-01-13 21:00:00
311,Testador Circuito SMT,0.85,0.79,0.97,0.85,93.39,84.57,0.89,0.87,2015-01-13 22:00:00
312,Equipamento Solda por Onda,0.9,0.9,0.98,0.8,73.47,98.22,0.87,0.72,2015-01-13 23:00:00
313,Scanner AOI,0.92,0.9,0.96,0.78,96.22,108.26,0.91,0.81,2015-01-14 00:00:00
314,Medidor Corrente,0.88,0.89,0.98,0.75,80.6,91.85,0.84,0.78,2015-01-14 01:00:00
315,Inspetor Visual Otico,0.92,0.91,0.95,0.77,97.86,93.17,0.86,0.76,2015-01-14 02:00:00
316,Equipamento Solda por Refusao,0.85,0.83,0.9,0.8,71.06,88.19,0.9,0.81,2015-01-14 03:00:00
317,Inspetor Visual Otico,0.9,0.84,0.98,0.87,89.01,99.19,0.82,0.76,2015-01-14 04:00:00
318,Testador Circuito SMT,0.88,0.82,0.96,0.82,95.57,114.39,0.8,0.76,2015-01-14 05:00:00
319,Testador Circuito SMT,0.89,0.83,0.95,0.85,81.14,107.62,0.87,0.78,2015-01-14 06:00:00
320,Testador Circuito SMT,0.9,0.78,0.99,0.89,89.55,115.13,0.92,0.71,2015-01-14 07:00:00
321,Inspetor Visual Otico,0.84,0.8,0.96,0.82,91.14,89.41,0.86,0.82,2015-01-14 08:00:00
322,Scanner AOI,0.81,0.86,0.95,0.76,96.84,84.07,0.89,0.8,2015-01-14 09:00:00
323,Inspetor Visual Otico,0.83,0.82,0.99,0.75,91.29,81.78,0.88,0.79,2015-01-14 10:00:00
324,Equipamento Solda por Refusao,0.85,0.81,0.98,0.89,92.3,111.37,0.92,0.79,2015-01-14 11:00:00
325,Testador Circuito SMT,0.93,0.91,0.93,0.81,79.82,85.19,0.84,0.75,2015-01-14 12:00:00
326,Inspetor Visual Otico,0.88,0.85,0.99,0.87,87.28,118.21,0.85,0.89,2015-01-14 13:00:00
327,Inspetor Visual Otico,0.85,0.86,0.99,0.84,96.62,113.17,0.89,0.89,2015-01-14 14:00:00
328,Inspetor Visual Otico,0.93,0.84,0.94,0.84,91.15,102.19,0.94,0.74,2015-01-14 15:00:00
329,Calibrador Robos,0.9,0.91,0.97,0.86,85.14,81.99,0.94,0.88,2015-01-14 16:00:00
330,Equipamento Solda por Refusao,0.93,0.81,0.95,0.77,87.94,93.5,0.86,0.82,2015-01-14 17:00:00
331,Equipamento Solda por Refusao,0.88,0.78,0.99,0.9,96.81,107.25,0.89,0.83,2015-01-14 18:00:00
332,Medidor Corrente,0.94,0.87,0.95,0.85,85.72,104.5,0.9,0.73,2015-01-14 19:00:00
333,Inspetor Visual Otico,0.94,0.91,0.98,0.77,93.12,93.38,0.83,0.83,2015-01-14 20:00:00
334,Scanner AOI,0.87,0.87,0.99,0.86,85.5,97.83,0.89,0.89,2015-01-14 21:00:00
335,Scanner AOI,0.8,0.77,0.98,0.76,90.88,99.01,0.9,0.82,2015-01-14 22:00:00
336,Inspetor Visual Otico,0.92,0.85,0.91,0.82,88.23,83.95,0.92,0.83,2015-01-14 23:00:00
337,Equipamento Solda por Onda,0.83,0.83,0.94,0.82,92.01,116.15,0.81,0.81,2015-01-15 00:00:00
338,Calibrador Robos,0.93,0.88,0.97,0.79,83.74,115.74,0.93,0.71,2015-01-15 01:00:00
339,Equipamento Solda por Onda,0.88,0.82,0.92,0.89,86.46,101.86,0.95,0.87,2015-01-15 02:00:00
340,Inspetor Visual Otico,0.82,0.91,0.93,0.78,85.96,90.06,0.95,0.72,2015-01-15 03:00:00
341,Equipamento Solda por Refusao,0.87,0.91,0.96,0.86,76.31,108.54,0.81,0.71,2015-01-15 04:00:00
342,Scanner AOI,0.81,0.86,0.94,0.89,89.28,100.54,0.85,0.77,2015-01-15 05:00:00
343,Equipamento Solda por Refusao,0.82,0.76,0.99,0.75,98.25,108.69,0.89,0.84,2015-01-15 06:00:00
344,Equipamento Solda por Refusao,0.87,0.83,0.94,0.86,86.21,118.29,0.82,0.7,2015-01-15 07:00:00
345,Medidor Corrente,0.84,0.87,0.98,0.8,92.81,99.3,0.94,0.79,2015-01-15 08:00:00
346,Scanner AOI,0.8,0.85,0.95,0.77,96.39,100.43,0.84,0.71,2015-01-15 09:00:00
347,Medidor Corrente,0.83,0.86,0.92,0.88,83.41,86.39,0.89,0.89,2015-01-15 10:00:00
348,Testador Circuito SMT,0.91,0.85,0.94,0.83,85.66,97.87,0.86,0.73,2015-01-15 11:00:00
349,Calibrador Robos,0.91,0.76,0.91,0.79,70.37,91.95,0.9,0.89,2015-01-15 12:00:00
350,Medidor Corrente,0.94,0.78,0.97,0.88,94.87,110.14,0.9,0.8,2015-01-15 13:00:00
351,Scanner AOI,0.93,0.79,0.94,0.89,93.9,101.38,0.87,0.77,2015-01-15 14:00:00
352,Scanner AOI,0.84,0.77,0.97,0.78,75.82,94.48,0.9,0.87,2015-01-15 15:00:00
353,Inspetor Visual Otico,0.91,0.88,0.93,0.81,89.45,114.78,0.86,0.9,2015-01-15 16:00:00
354,Calibrador Robos,0.89,0.8,0.95,0.88,70.09,111.42,0.81,0.71,2015-01-15 17:00:00
355,Equipamento Solda por Onda,0.85,0.88,0.96,0.83,82.17,118.62,0.87,0.73,2015-01-15 18:00:00
356,Calibrador Robos,0.81,0.78,0.95,0.86,99.08,117.68,0.93,0.75,2015-01-15 19:00:00
357,Medidor Corrente,0.95,0.9,0.97,0.84,78.81,104.4,0.88,0.86,2015-01-15 20:00:00
358,Medidor Corrente,0.89,0.88,0.91,0.78,91.44,110.24,0.83,0.83,2015-01-15 21:00:00
359,Calibrador Robos,0.93,0.88,0.93,0.78,86.35,95.85,0.93,0.79,2015-01-15 22:00:00
360,Medidor Corrente,0.9,0.9,0.94,0.83,70.31,83.44,0.92,0.84,2015-01-15 23:00:00
361,Medidor Corrente,0.93,0.78,0.95,0.86,73.61,108.4,0.95,0.76,2015-01-16 00:00:00
362,Calibrador Robos,0.93,0.84,0.95,0.89,89.9,93.35,0.81,0.8,2015-01-16 01:00:00
363,Scanner AOI,0.85,0.84,0.93,0.81,86.77,104.72,0.86,0.89,2015-01-16 02:00:00
364,Equipamento Solda por Refusao,0.82,0.75,0.98,0.89,89.67,105.11,0.92,0.79,2015-01-16 03:00:00
365,Equipamento Solda por Refusao,0.85,0.89,0.94,0.9,94.03,109.53,0.8,0.78,2015-01-16 04:00:00
366,Equipamento Solda por Refusao,0.87,0.83,0.93,0.76,98.99,114.49,0.83,0.85,2015-01-16 05:00:00
367,Medidor Corrente,0.88,0.85,0.91,0.85,76.94,88.13,0.93,0.83,2015-01-16 06:00:00
368,Scanner AOI,0.95,0.82,0.95,0.85,84.03,118.56,0.81,0.89,2015-01-16 07:00:00
369,Scanner AOI,0.94,0.75,0.96,0.88,90.83,115.94,0.94,0.73,2015-01-16 08:00:00
370,Testador Circuito SMT,0.92,0.85,0.96,0.89,96.26,103.82,0.84,0.78,2015-01-16 09:00:00
371,Testador Circuito SMT,0.8,0.8,0.95,0.75,72.2,84.45,0.92,0.76,2015-01-16 10:00:00
372,Medidor Corrente,0.85,0.87,0.95,0.89,71.21,83.63,0.85,0.72,2015-01-16 11:00:00
373,Equipamento Solda por Onda,0.85,0.76,0.93,0.78,85.73,94.26,0.84,0.75,2015-01-16 12:00:00
374,Testador Circuito SMT,0.92,0.86,0.95,0.86,99.33,108.55,0.83,0.75,2015-01-16 13:00:00
375,Equipamento Solda por Refusao,0.84,0.81,0.93,0.75,77.43,99.81,0.93,0.88,2015-01-16 14:00:00
376,Medidor Corrente,0.94,0.85,0.91,0.9,99.18,84.61,0.8,0.84,2015-01-16 15:00:00
377,Scanner AOI,0.82,0.86,0.97,0.76,70.27,92.92,0.8,0.88,2015-01-16 16:00:00
378,Testador Circuito SMT,0.86,0.79,0.95,0.79,90.36,95.1,0.8,0.84,2015-01-16 17:00:00
379,Inspetor Visual Otico,0.83,0.81,0.91,0.89,78.02,86.74,0.86,0.72,2015-01-16 18:00:00
380,Equipamento Solda por Refusao,0.86,0.86,0.98,0.87,85.02,115.43,0.88,0.74,2015-01-16 19:00:00
381,Equipamento Solda por Refusao,0.9,0.76,0.94,0.88,89.16,106.59,0.87,0.84,2015-01-16 20:00:00
382,Medidor Corrente,0.82,0.85,0.99,0.87,97.99,102.1,0.85,0.77,2015-01-16 21:00:00
383,Medidor Corrente,0.82,0.86,0.93,0.88,98.28,80.9,0.9,0.7,2015-01-16 22:00:00
384,Equipamento Solda por Refusao,0.89,0.81,0.99,0.89,79.37,95.67,0.93,0.85,2015-01-16 23:00:00
385,Medidor Corrente,0.95,0.76,0.94,0.77,91.32,93.87,0.9,0.9,2015-01-17 00:00:00
386,Inspetor Visual Otico,0.81,0.91,0.92,0.75,98.59,108.63,0.94,0.82,2015-01-17 01:00:00
387,Calibrador Robos,0.83,0.82,0.95,0.89,99.71,84.16,0.86,0.85,2015-01-17 02:00:00
388,Calibrador Robos,0.87,0.8,0.93,0.79,85.12,92.94,0.94,0.75,2015-01-17 03:00:00
389,Calibrador Robos,0.91,0.83,0.92,0.78,79.43,86.92,0.94,0.8,2015-01-17 04:00:00
390,Testador Circuito SMT,0.89,0.77,0.97,0.8,95.07,82.01,0.83,0.73,2015-01-17 05:00:00
391,Scanner AOI,0.92,0.76,0.95,0.9,86.41,80.56,0.83,0.72,2015-01-17 06:00:00
392,Scanner AOI,0.9,0.8,0.92,0.81,74.72,119.06,0.88,0.72,2015-01-17 07:00:00
393,Testador Circuito SMT,0.84,0.79,0.97,0.88,99.33,98.5,0.81,0.76,2015-01-17 08:00:00
394,Scanner AOI,0.81,0.77,0.96,0.81,92.13,109.04,0.94,0.9,2015-01-17 09:00:00
395,Scanner AOI,0.83,0.83,0.91,0.85,72.71,95.72,0.85,0.83,2015-01-17 10:00:00
396,Calibrador Robos,0.91,0.8,0.91,0.9,80.09,84.0,0.81,0.9,2015-01-17 11:00:00
397,Equipamento Solda por Refusao,0.85,0.87,0.91,0.85,98.82,112.26,0.86,0.87,2015-01-17 12:00:00
398,Equipamento Solda por Onda,0.84,0.76,0.94,0.87,70.73,84.79,0.82,0.84,2015-01-17 13:00:00
399,Equipamento Solda por Onda,0.9,0.86,0.92,0.8,76.68,85.44,0.94,0.73,2015-01-17 14:00:00
400,Inspetor Visual Otico,0.84,0.89,0.93,0.8,70.2,115.42,0.89,0.8,2015-01-17 15:00:00
401,Calibrador Robos,0.85,0.8,0.98,0.79,70.02,97.49,0.85,0.79,2015-01-17 16:00:00
402,Equipamento Solda por Refusao,0.8,0.83,0.96,0.84,77.39,111.97,0.82,0.89,2015-01-17 17:00:00
403,Testador Circuito SMT,0.93,0.86,0.97,0.87,75.49,88.43,0.86,0.7,2015-01-17 18:00:00
404,Calibrador Robos,0.84,0.8,0.97,0.77,94.12,91.7,0.87,0.75,2015-01-17 19:00:00
405,Testador Circuito SMT,0.8,0.87,0.92,0.8,98.6,90.24,0.88,0.84,2015-01-17 20:00:00
406,Equipamento Solda por Onda,0.94,0.76,0.97,0.83,80.33,80.2,0.89,0.74,2015-01-17 21:00:00
407,Medidor Corrente,0.8,0.78,0.98,0.8,73.25,88.58,0.88,0.71,2015-01-17 22:00:00
408,Testador Circuito SMT,0.83,0.86,0.9,0.86,99.33,92.91,0.92,0.88,2015-01-17 23:00:00
409,Testador Circuito SMT,0.87,0.8,0.93,0.84,83.18,104.99,0.84,0.82,2015-01-18 00:00:00
410,Inspetor Visual Otico,0.88,0.79,0.93,0.81,83.85,83.46,0.9,0.77,2015-01-18 01:00:00
411,Scanner AOI,0.94,0.89,0.98,0.86,97.85,85.5,0.85,0.86,2015-01-18 02:00:00
412,Calibrador Robos,0.9,0.88,0.92,0.81,82.33,94.27,0.92,0.77,2015-01-18 03:00:00
413,Inspetor Visual Otico,0.89,0.91,0.94,0.89,82.8,86.5,0.89,0.77,2015-01-18 04:00:00
414,Calibrador Robos,0.9,0.86,0.96,0.83,79.11,114.12,0.88,0.76,2015-01-18 05:00:00
415,Testador Circuito SMT,0.94,0.82,0.98,0.76,98.93,92.84,0.93,0.85,2015-01-18 06:00:00
416,Equipamento Solda por Refusao,0.84,0.82,0.93,0.82,74.81,108.8,0.81,0.8,2015-01-18 07:00:00
417,Equipamento Solda por Refusao,0.95,0.78,0.93,0.84,81.13,107.74,0.82,0.82,2015-01-18 08:00:00
418,Medidor Corrente,0.9,0.87,0.93,0.77,93.79,90.21,0.9,0.84,2015-01-18 09:00:00
419,Equipamento Solda por Onda,0.91,0.83,0.94,0.82,97.77,83.08,0.81,0.81,2015-01-18 10:00:00
420,Inspetor Visual Otico,0.83,0.81,0.91,0.85,90.59,80.78,0.9,0.88,2015-01-18 11:00:00
421,Calibrador Robos,0.86,0.82,0.97,0.75,93.61,106.71,0.81,0.75,2015-01-18 12:00:00
422,Inspetor Visual Otico,0.81,0.88,0.91,0.86,72.6,89.83,0.94,0.85,2015-01-18 13:00:00
423,Calibrador Robos,0.91,0.89,0.92,0.86,71.45,93.9,0.9,0.8,2015-01-18 14:00:00
424,Equipamento Solda por Onda,0.85,0.82,0.91,0.87,93.77,107.36,0.85,0.88,2015-01-18 15:00:00
425,Equipamento Solda por Refusao,0.95,0.83,0.93,0.87,78.46,91.96,0.93,0.84,2015-01-18 16:00:00
426,Calibrador Robos,0.94,0.76,0.91,0.75,89.63,82.51,0.88,0.86,2015-01-18 17:00:00
427,Testador Circuito SMT,0.87,0.76,0.96,0.85,73.46,112.64,0.91,0.84,2015-01-18 18:00:00
428,Medidor Corrente,0.85,0.81,0.91,0.87,83.84,80.14,0.95,0.78,2015-01-18 19:00:00
429,Inspetor Visual Otico,0.84,0.91,0.94,0.81,93.65,96.93,0.86,0.87,2015-01-18 20:00:00
430,Medidor Corrente,0.9,0.91,0.93,0.84,91.64,86.12,0.83,0.89,2015-01-18 21:00:00
431,Calibrador Robos,0.89,0.89,0.98,0.82,71.79,88.36,0.92,0.9,2015-01-18 22:00:00
432,Equipamento Solda por Onda,0.81,0.79,0.98,0.82,80.55,103.64,0.93,0.75,2015-01-18 23:00:00
433,Medidor Corrente,0.91,0.8,0.91,0.8,70.17,116.46,0.92,0.73,2015-01-19 00:00:00
434,Scanner AOI,0.82,0.76,0.97,0.9,92.37,82.4,0.84,0.75,2015-01-19 01:00:00
435,Scanner AOI,0.9,0.88,0.96,0.84,86.68,105.96,0.84,0.84,2015-01-19 02:00:00
436,Equipamento Solda por Refusao,0.8,0.79,0.98,0.86,80.46,109.08,0.82,0.78,2015-01-19 03:00:00
437,Medidor Corrente,0.89,0.8,0.92,0.8,71.49,101.02,0.81,0.78,2015-01-19 04:00:00
438,Calibrador Robos,0.87,0.77,0.94,0.75,80.35,103.04,0.81,0.86,2015-01-19 05:00:00
439,Testador Circuito SMT,0.81,0.81,0.92,0.77,85.43,86.46,0.87,0.86,2015-01-19 06:00:00
440,Equipamento Solda por Onda,0.85,0.86,0.97,0.85,99.78,83.37,0.93,0.78,2015-01-19 07:00:00
441,Medidor Corrente,0.82,0.9,0.94,0.8,98.59,108.1,0.85,0.87,2015-01-19 08:00:00
442,Equipamento Solda por Onda,0.84,0.77,0.95,0.78,74.47,98.98,0.88,0.85,2015-01-19 09:00:00
443,Calibrador Robos,0.86,0.82,0.9,0.79,70.9,101.37,0.95,0.86,2015-01-19 10:00:00
444,Equipamento Solda por Onda,0.94,0.8,0.99,0.76,75.94,108.38,0.83,0.77,2015-01-19 11:00:00
445,Inspetor Visual Otico,0.84,0.8,0.98,0.76,91.62,91.32,0.87,0.77,2015-01-19 12:00:00
446,Medidor Corrente,0.8,0.76,0.99,0.79,80.83,109.95,0.8,0.78,2015-01-19 13:00:00
447,Calibrador Robos,0.81,0.83,0.92,0.9,82.41,90.27,0.92,0.77,2015-01-19 14:00:00
448,Equipamento Solda por Refusao,0.88,0.9,0.98,0.9,82.57,111.79,0.93,0.77,2015-01-19 15:00:00
449,Calibrador Robos,0.89,0.9,0.98,0.8,71.84,110.75,0.84,0.85,2015-01-19 16:00:00
450,Calibrador Robos,0.89,0.81,0.98,0.88,80.57,93.71,0.82,0.79,2015-01-19 17:00:00
451,Medidor Corrente,0.81,0.86,0.98,0.87,89.52,86.64,0.82,0.72,2015-01-19 18:00:00
452,Equipamento Solda por Onda,0.83,0.79,0.93,0.84,96.33,118.93,0.89,0.71,2015-01-19 19:00:00
453,Equipamento Solda por Refusao,0.82,0.83,0.98,0.78,87.82,81.34,0.92,0.8,2015-01-19 20:00:00
454,Calibrador Robos,0.89,0.82,0.93,0.84,89.53,94.68,0.8,0.87,2015-01-19 21:00:00
455,Equipamento Solda por Refusao,0.92,0.89,0.98,0.81,99.48,80.98,0.94,0.88,2015-01-19 22:00:00
456,Equipamento Solda por Refusao,0.85,0.88,0.98,0.9,71.1,81.21,0.92,0.8,2015-01-19 23:00:00
457,Calibrador Robos,0.86,0.76,0.91,0.76,75.0,95.66,0.82,0.71,2015-01-20 00:00:00
458,Medidor Corrente,0.91,0.76,0.9,0.79,86.85,108.66,0.84,0.86,2015-01-20 01:00:00
459,Calibrador Robos,0.8,0.92,0.91,0.77,80.45,118.35,0.82,0.87,2015-01-20 02:00:00
460,Testador Circuito SMT,0.82,0.86,0.93,0.87,86.62,107.32,0.85,0.82,2015-01-20 03:00:00
461,Testador Circuito SMT,0.94,0.91,0.9,0.85,75.83,118.53,0.83,0.87,2015-01-20 04:00:00
462,Equipamento Solda por Onda,0.85,0.77,0.96,0.76,84.62,95.97,0.87,0.85,2015-01-20 05:00:00
463,Medidor Corrente,0.87,0.83,0.95,0.79,92.93,105.88,0.84,0.89,2015-01-20 06:00:00
464,Scanner AOI,0.93,0.84,0.94,0.85,91.67,93.68,0.9,0.89,2015-01-20 07:00:00
465,Medidor Corrente,0.87,0.82,0.93,0.86,82.23,83.97,0.85,0.78,2015-01-20 08:00:00
466,Calibrador Robos,0.81,0.79,0.98,0.88,70.93,101.63,0.91,0.84,2015-01-20 09:00:00
467,Testador Circuito SMT,0.91,0.84,0.97,0.89,79.4,86.49,0.86,0.79,2015-01-20 10:00:00
468,Scanner AOI,0.88,0.86,0.96,0.81,80.63,82.72,0.93,0.82,2015-01-20 11:00:00
469,Scanner AOI,0.82,0.83,0.92,0.84,97.71,113.62,0.85,0.72,2015-01-20 12:00:00
470,Equipamento Solda por Onda,0.94,0.91,0.98,0.86,72.88,94.26,0.89,0.74,2015-01-20 13:00:00
471,Testador Circuito SMT,0.86,0.76,0.96,0.85,76.38,102.5,0.9,0.72,2015-01-20 14:00:00
472,Equipamento Solda por Refusao,0.82,0.88,0.95,0.8,99.56,88.47,0.93,0.8,2015-01-20 15:00:00
473,Equipamento Solda por Refusao,0.8,0.85,0.95,0.85,83.16,96.1,0.84,0.82,2015-01-20 16:00:00
474,Equipamento Solda por Refusao,0.81,0.9,0.91,0.81,80.13,112.41,0.88,0.87,2015-01-20 17:00:00
475,Equipamento Solda por Onda,0.8,0.91,0.93,0.83,86.88,89.33,0.81,0.79,2015-01-20 18:00:00
476,Medidor Corrente,0.89,0.77,0.96,0.82,84.02,89.74,0.87,0.75,2015-01-20 19:00:00
477,Scanner AOI,0.93,0.76,0.94,0.85,84.87,100.71,0.93,0.76,2015-01-20 20:00:00
478,Equipamento Solda por Onda,0.82,0.79,0.96,0.88,95.11,109.34,0.92,0.75,2015-01-20 21:00:00
479,Equipamento Solda por Refusao,0.94,0.82,0.95,0.77,83.81,115.17,0.93,0.73,2015-01-20 22:00:00
480,Calibrador Robos,0.86,0.77,0.94,0.75,93.01,90.3,0.93,0.83,2015-01-20 23:00:00
481,Inspetor Visual Otico,0.84,0.75,0.97,0.76,73.3,88.43,0.93,0.71,2015-01-21 00:00:00
