Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Custo das vendas: 2.472 milhões R$ (ON_Brasil),Não informado,Não informado,Não informado,Não informado,Não informado,521 milhões R$ (ON_Brasil),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.3%,Não informado,Não informado,1.544 mil toneladas (ON_Brasil),Não informado,Não informado,2.694 milhões R$ (ON_Brasil),Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,254 milhões R$ (ON_América_do_Norte),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,20.6%,Não informado,Não informado,1.555 mil toneladas (ON_América_do_Norte),Não informado,Não informado,1.236 milhões R$ (ON_América_do_Norte),Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,174 milhões R$ (ON_América_do_Sul),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.0%,Não informado,Não informado,Não informado,Não informado,Não informado,2.170 milhões R$ (ON_América_do_Sul),Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,183 milhões R$ (ON_Aços_Especiais),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.6%,Não informado,Não informado,Não informado,Não informado,Não informado,1.174 milhões R$ (ON_Aços_Especiais),Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.084 milhões R$ (Custo das vendas),Não informado,Não informado,Não informado,Não informado,Não informado,174 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.0%,Não informado,Não informado,736 mil toneladas,Não informado,Não informado,2.170 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,"214 milhões R$ (Despesas com vendas), 429 milhões R$ (Despesas gerais e administrativas), 7 milhões R$ (Outras despesas operacionais)",Não informado,Não informado,Não informado,"11.186 milhões R$ (divida bruta, não há caixa informado)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,14 milhões R$,Não informado,0.1%,Não informado,Não informado,Não informado,Não informado,10.447 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,14 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2016,2016\\textos\\2016_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,578 milhões R$,Não informado,Não informado,Não informado,20.700 milhões R$,Não informado,1.201 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,184 milhões R$,11.7%,1.8%,Não informado,4.240 mil toneladas,Não informado,Não informado,10.249 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,578 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.201 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,184 milhões R$,11.7%,1.8%,Não informado,4.304 mil toneladas,Não informado,Não informado,10.249 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas com vendas: 176 milhões R$; Despesas gerais e administrativas: 402 milhões R$; Despesas financeiras: 484 milhões R$; Imposto de Renda: 55 milhões R$; Juros da Dívida: 298 milhões R$,Não informado,Não informado,Não informado,15.797 milhões R$,Não informado,1.201 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,326 milhões R$,Não informado,Não informado,406 milhões R$,"11,1%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,-2.703 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,408 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.4%,Não informado,Não informado,1.655 mil toneladas,Não informado,Não informado,3.047 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,3.942 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,408 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,9.5%,Não informado,Não informado,1.690 mil toneladas,Não informado,Não informado,4.291 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.025 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,183 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.1%,Não informado,Não informado,297 mil toneladas,Não informado,Não informado,1.210 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,215 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.0%,Não informado,Não informado,662 mil toneladas,Não informado,Não informado,1.963 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,577 milhões R$,Não informado,Não informado,Não informado,21.254 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,406 milhões R$,Não informado,4.0%,Não informado,Não informado,Não informado,Não informado,10.249 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2016,2016\\textos\\2016_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,483 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,95 milhões R$,13.8%,1.1%,Não informado,3.668 mil toneladas,Não informado,Não informado,8.700 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2016,2016\\textos\\2016_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,20.700 milhões R$,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,95 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2016,2016\\textos\\2016_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,483 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,95 milhões R$,13.8%,1.1%,Não informado,3.894 mil toneladas,Não informado,Não informado,8.699 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2016,2016\\textos\\2016_3T_RR.txt,"1,1 milhão de toneladas/ano (Laminador de chapas grossas Ouro Branco/MG)",Não informado,Não informado,Não informado,492 milhões R$ (Despesas financeiras),Não informado,Não informado,Não informado,15.837 milhões R$ (30.09.2016),Não informado,1.160 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,286 milhões R$ (CAPEX 3T16),Não informado,Não informado,95 milhões R$,10.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2016,2016\\textos\\2016_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.453 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,402 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.5%,Não informado,Não informado,1.663 mil toneladas,Não informado,Não informado,2.971 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
