id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
242,Equipamento Solda por Refusao,0.99,0.92,1.0,0.9,111.83,132.98,0.94,0.94,2021-01-11 01:00:00
243,Inspetor Visual Otico,0.93,0.97,0.99,0.95,117.66,127.98,0.99,0.95,2021-01-11 02:00:00
244,AOI Automatizado,0.97,0.9,0.95,0.93,127.9,123.34,0.93,0.97,2021-01-11 03:00:00
245,Scanner AOI,0.95,0.96,0.96,0.95,103.37,142.01,0.96,0.94,2021-01-11 04:00:00
246,Scanner AOI,0.91,0.97,0.97,0.91,117.45,131.87,0.94,0.96,2021-01-11 05:00:00
247,Testador Circuito SMT,0.91,0.96,0.97,0.88,115.1,120.21,0.95,0.95,2021-01-11 06:00:00
248,AOI Automatizado,0.98,0.94,0.97,0.9,112.88,153.03,0.98,0.94,2021-01-11 07:00:00
249,Inspetor Visual Otico,0.92,0.93,0.98,0.96,110.01,133.3,0.99,0.92,2021-01-11 08:00:00
250,Testador ICT,0.9,0.94,0.98,0.93,100.84,120.45,0.95,0.94,2021-01-11 09:00:00
251,Testador ICT,0.94,0.93,0.96,0.94,129.35,159.9,0.95,0.95,2021-01-11 10:00:00
252,Scanner Linha Producao,0.93,0.9,0.98,0.9,106.42,134.69,0.95,0.93,2021-01-11 11:00:00
253,Testador ICT,0.97,0.91,1.0,0.96,127.33,159.82,0.94,0.95,2021-01-11 12:00:00
254,Simulador Ambiente,0.96,0.97,1.0,0.91,115.41,137.79,0.95,0.96,2021-01-11 13:00:00
255,Inspetor Visual Otico,0.95,0.94,0.96,0.92,128.84,128.27,0.93,0.9,2021-01-11 14:00:00
256,Equipamento Solda por Onda,0.98,0.95,0.98,0.91,115.49,130.62,0.93,0.91,2021-01-11 15:00:00
257,Inspetor Visual Otico,0.96,0.9,0.98,0.95,119.31,131.28,0.94,0.91,2021-01-11 16:00:00
258,Simulador Ambiente,0.91,0.94,0.95,0.95,105.43,156.42,0.95,0.95,2021-01-11 17:00:00
259,Scanner Linha Producao,0.92,0.92,0.96,0.97,109.23,129.41,0.96,0.92,2021-01-11 18:00:00
260,Testador Circuito SMT,0.95,0.97,0.99,0.93,121.93,147.54,0.94,0.93,2021-01-11 19:00:00
261,Scanner Linha Producao,0.93,0.93,0.95,0.94,104.32,136.86,0.96,0.9,2021-01-11 20:00:00
262,Medidor Corrente,0.91,0.96,0.98,0.91,122.79,139.57,0.96,0.96,2021-01-11 21:00:00
263,Inspetor Visual Otico,0.97,0.92,0.99,0.89,116.34,152.52,0.98,0.96,2021-01-11 22:00:00
264,Testador ICT,0.96,0.98,0.95,0.97,113.53,151.12,0.98,0.95,2021-01-11 23:00:00
265,Testador ICT,0.96,0.92,0.99,0.97,115.43,153.66,0.98,0.96,2021-01-12 00:00:00
266,AOI Automatizado,0.95,0.93,1.0,0.91,119.57,156.35,0.95,0.9,2021-01-12 01:00:00
267,Equipamento Solda por Onda,0.96,0.98,0.96,0.93,119.57,139.2,0.94,0.94,2021-01-12 02:00:00
268,AOI Automatizado,0.91,0.99,0.98,0.91,106.51,133.21,0.98,0.92,2021-01-12 03:00:00
269,Testador ICT,0.9,0.96,0.99,0.88,127.26,132.48,0.95,0.96,2021-01-12 04:00:00
270,Simulador Ambiente,0.98,0.97,0.99,0.94,128.9,138.11,0.96,0.95,2021-01-12 05:00:00
271,Simulador Ambiente,0.91,0.98,0.97,0.96,124.29,130.83,0.95,0.94,2021-01-12 06:00:00
272,Equipamento Solda por Onda,0.91,0.91,0.97,0.9,124.64,144.29,0.98,0.91,2021-01-12 07:00:00
273,Simulador Ambiente,0.91,0.93,0.97,0.95,107.46,143.97,0.98,0.94,2021-01-12 08:00:00
274,AOI Automatizado,0.92,0.92,0.97,0.92,104.78,143.59,0.93,0.95,2021-01-12 09:00:00
275,Equipamento Solda por Refusao,0.92,0.95,0.98,0.89,117.0,132.35,0.95,0.92,2021-01-12 10:00:00
276,Scanner AOI,0.98,0.97,1.0,0.95,117.1,139.59,0.97,0.96,2021-01-12 11:00:00
277,Medidor Corrente,0.94,0.95,0.99,0.94,105.47,124.83,0.99,0.97,2021-01-12 12:00:00
278,Scanner AOI,0.97,0.92,0.96,0.93,103.41,123.36,0.99,0.91,2021-01-12 13:00:00
279,Inspetor Visual Otico,0.9,0.93,0.97,0.89,117.41,135.39,0.95,0.92,2021-01-12 14:00:00
280,Testador ICT,0.98,0.93,0.98,0.88,124.85,122.19,0.98,0.94,2021-01-12 15:00:00
281,Equipamento Solda por Onda,0.93,0.93,0.96,0.91,105.76,135.02,0.96,0.93,2021-01-12 16:00:00
282,Testador Circuito SMT,0.91,0.94,0.96,0.9,101.67,134.65,0.96,0.95,2021-01-12 17:00:00
283,Simulador Ambiente,0.94,0.92,0.98,0.94,100.1,122.98,0.94,0.93,2021-01-12 18:00:00
284,Testador Circuito SMT,0.94,0.92,0.99,0.91,119.1,150.78,0.94,0.97,2021-01-12 19:00:00
285,Calibrador Robos,0.97,0.92,0.98,0.9,103.0,142.49,0.98,0.95,2021-01-12 20:00:00
286,Simulador Ambiente,0.95,0.99,0.97,0.89,117.6,135.95,0.97,0.91,2021-01-12 21:00:00
287,Scanner Linha Producao,0.97,0.96,0.97,0.97,121.28,148.18,0.95,0.93,2021-01-12 22:00:00
288,Equipamento Solda por Refusao,0.97,0.96,0.98,0.9,123.85,123.39,0.96,0.92,2021-01-12 23:00:00
289,Equipamento Solda por Onda,0.97,0.9,0.98,0.9,107.29,131.23,0.96,0.96,2021-01-13 00:00:00
290,Testador Circuito SMT,0.93,0.9,0.99,0.97,123.46,148.87,0.99,0.93,2021-01-13 01:00:00
291,Calibrador Robos,0.92,0.95,0.98,0.93,127.64,130.53,0.95,0.95,2021-01-13 02:00:00
292,Scanner Linha Producao,0.98,0.97,0.99,0.93,111.42,137.57,0.96,0.95,2021-01-13 03:00:00
293,Medidor Corrente,0.97,0.92,0.97,0.93,115.11,136.05,0.93,0.91,2021-01-13 04:00:00
294,Testador ICT,0.9,0.98,0.96,0.94,118.15,145.16,0.93,0.93,2021-01-13 05:00:00
295,Testador Circuito SMT,0.96,0.91,0.97,0.91,111.01,149.11,0.98,0.93,2021-01-13 06:00:00
296,Scanner AOI,0.99,0.9,0.97,0.96,107.05,140.04,0.93,0.92,2021-01-13 07:00:00
297,Simulador Ambiente,0.93,0.97,0.95,0.92,127.96,146.43,0.98,0.91,2021-01-13 08:00:00
298,Scanner Linha Producao,0.92,0.98,0.99,0.96,116.75,139.74,0.95,0.94,2021-01-13 09:00:00
299,Inspetor Visual Otico,0.92,0.96,0.95,0.94,115.84,158.39,0.97,0.96,2021-01-13 10:00:00
300,Scanner AOI,0.92,0.98,0.96,0.95,117.58,131.5,0.96,0.93,2021-01-13 11:00:00
301,Medidor Corrente,0.97,0.94,0.96,0.88,103.52,123.43,0.95,0.94,2021-01-13 12:00:00
302,Scanner AOI,0.93,0.95,0.96,0.89,111.72,130.66,0.95,0.91,2021-01-13 13:00:00
303,Medidor Corrente,0.95,0.98,0.98,0.94,111.96,144.92,0.97,0.93,2021-01-13 14:00:00
304,Testador Circuito SMT,0.97,0.96,0.96,0.89,109.63,152.57,0.94,0.92,2021-01-13 15:00:00
305,Scanner Linha Producao,0.95,0.92,0.99,0.95,105.76,122.77,0.94,0.92,2021-01-13 16:00:00
306,Inspetor Visual Otico,0.97,0.97,0.99,0.9,116.27,152.45,0.95,0.96,2021-01-13 17:00:00
307,Calibrador Robos,0.92,0.91,1.0,0.95,111.42,135.61,0.96,0.95,2021-01-13 18:00:00
308,Scanner Linha Producao,0.94,0.91,0.95,0.93,124.67,120.94,0.98,0.92,2021-01-13 19:00:00
309,Inspetor Visual Otico,0.96,0.91,0.96,0.97,106.33,133.67,0.94,0.94,2021-01-13 20:00:00
310,Scanner AOI,0.97,0.97,0.97,0.93,100.96,126.67,0.96,0.94,2021-01-13 21:00:00
311,Testador ICT,0.98,0.96,0.96,0.94,109.53,123.1,0.96,0.9,2021-01-13 22:00:00
312,Simulador Ambiente,0.92,0.92,0.96,0.95,108.89,158.41,0.93,0.95,2021-01-13 23:00:00
313,Medidor Corrente,0.95,0.9,0.95,0.9,127.8,130.44,0.93,0.92,2021-01-14 00:00:00
314,Calibrador Robos,0.93,0.96,0.99,0.92,121.6,130.83,0.97,0.96,2021-01-14 01:00:00
315,AOI Automatizado,0.96,0.91,0.97,0.94,110.64,131.07,0.96,0.95,2021-01-14 02:00:00
316,Testador Circuito SMT,0.99,0.9,0.98,0.89,109.37,132.16,0.95,0.94,2021-01-14 03:00:00
317,Equipamento Solda por Onda,0.9,0.92,0.99,0.89,122.81,144.74,0.96,0.91,2021-01-14 04:00:00
318,Scanner AOI,0.9,0.91,0.96,0.91,128.99,154.3,0.98,0.91,2021-01-14 05:00:00
319,AOI Automatizado,0.92,0.95,0.97,0.91,107.55,141.54,0.93,0.92,2021-01-14 06:00:00
320,Testador Circuito SMT,0.94,0.96,0.96,0.91,112.45,126.83,0.94,0.95,2021-01-14 07:00:00
321,Testador ICT,0.95,0.95,0.97,0.96,128.81,143.73,0.95,0.96,2021-01-14 08:00:00
322,Calibrador Robos,0.93,0.98,0.96,0.95,120.27,137.15,0.98,0.96,2021-01-14 09:00:00
323,Simulador Ambiente,0.93,0.93,0.97,0.88,109.17,149.14,0.96,0.96,2021-01-14 10:00:00
324,Scanner AOI,0.93,0.94,0.98,0.91,125.82,156.38,0.95,0.92,2021-01-14 11:00:00
325,Medidor Corrente,0.96,0.96,1.0,0.95,108.27,125.04,0.99,0.92,2021-01-14 12:00:00
326,AOI Automatizado,0.92,0.95,0.95,0.88,121.6,149.95,0.94,0.96,2021-01-14 13:00:00
327,Equipamento Solda por Refusao,0.91,0.92,0.95,0.91,118.71,144.7,0.97,0.97,2021-01-14 14:00:00
328,Equipamento Solda por Onda,0.99,0.92,0.97,0.95,116.69,127.6,0.98,0.94,2021-01-14 15:00:00
329,Equipamento Solda por Refusao,0.91,0.9,0.99,0.91,112.1,145.02,0.94,0.91,2021-01-14 16:00:00
330,Equipamento Solda por Onda,0.94,0.98,0.99,0.95,117.56,120.39,0.97,0.96,2021-01-14 17:00:00
331,Equipamento Solda por Refusao,0.96,0.94,1.0,0.89,106.49,139.17,0.94,0.96,2021-01-14 18:00:00
332,Equipamento Solda por Refusao,0.96,0.97,0.96,0.93,118.21,123.37,0.93,0.92,2021-01-14 19:00:00
333,Inspetor Visual Otico,0.92,0.98,0.98,0.88,102.48,142.64,0.98,0.92,2021-01-14 20:00:00
334,Equipamento Solda por Refusao,0.92,0.93,0.96,0.88,119.44,123.27,0.97,0.94,2021-01-14 21:00:00
335,Equipamento Solda por Onda,0.94,0.97,1.0,0.9,119.9,129.8,0.95,0.96,2021-01-14 22:00:00
336,Simulador Ambiente,0.93,0.9,1.0,0.93,122.71,142.61,0.97,0.91,2021-01-14 23:00:00
337,Equipamento Solda por Onda,0.93,0.9,0.99,0.93,115.21,148.9,0.94,0.91,2021-01-15 00:00:00
338,AOI Automatizado,0.99,0.96,0.99,0.89,122.78,142.89,0.96,0.97,2021-01-15 01:00:00
339,AOI Automatizado,0.98,0.91,0.96,0.94,128.13,157.8,0.99,0.94,2021-01-15 02:00:00
340,Scanner Linha Producao,0.96,0.9,0.98,0.91,111.74,149.5,0.96,0.9,2021-01-15 03:00:00
341,Scanner Linha Producao,0.94,0.97,0.99,0.9,118.49,159.46,0.94,0.97,2021-01-15 04:00:00
342,Medidor Corrente,0.92,0.98,0.99,0.95,127.04,129.63,0.96,0.92,2021-01-15 05:00:00
343,Medidor Corrente,0.98,0.96,0.99,0.93,103.01,127.18,0.95,0.96,2021-01-15 06:00:00
344,AOI Automatizado,0.95,0.92,0.99,0.92,110.03,139.0,0.94,0.91,2021-01-15 07:00:00
345,Calibrador Robos,0.94,0.94,0.98,0.94,114.49,159.27,0.98,0.91,2021-01-15 08:00:00
346,Scanner AOI,0.99,0.99,0.98,0.9,119.52,158.71,0.96,0.93,2021-01-15 09:00:00
347,Calibrador Robos,0.96,0.97,0.95,0.95,127.92,124.16,0.98,0.96,2021-01-15 10:00:00
348,Medidor Corrente,0.99,0.93,0.98,0.96,112.97,157.32,0.93,0.96,2021-01-15 11:00:00
349,Simulador Ambiente,0.91,0.92,0.97,0.94,123.35,131.16,0.94,0.97,2021-01-15 12:00:00
350,Equipamento Solda por Onda,0.9,0.98,0.98,0.92,108.23,125.42,0.95,0.9,2021-01-15 13:00:00
351,Scanner Linha Producao,0.91,0.98,0.97,0.94,106.7,124.76,0.97,0.93,2021-01-15 14:00:00
352,Scanner AOI,0.95,0.94,0.99,0.89,103.01,120.86,0.98,0.95,2021-01-15 15:00:00
353,AOI Automatizado,0.98,0.92,0.96,0.93,118.2,150.21,0.96,0.94,2021-01-15 16:00:00
354,Scanner AOI,0.99,0.99,0.98,0.96,116.68,142.53,0.97,0.9,2021-01-15 17:00:00
355,Simulador Ambiente,0.96,0.98,0.97,0.94,124.34,126.16,0.96,0.92,2021-01-15 18:00:00
356,Calibrador Robos,0.97,0.91,0.99,0.89,115.21,159.29,0.94,0.91,2021-01-15 19:00:00
357,Medidor Corrente,0.93,0.94,0.95,0.96,100.6,159.17,0.96,0.96,2021-01-15 20:00:00
358,Testador Circuito SMT,0.91,0.96,0.96,0.95,109.81,125.74,0.96,0.91,2021-01-15 21:00:00
359,Inspetor Visual Otico,0.95,0.97,0.97,0.94,106.23,141.6,0.94,0.91,2021-01-15 22:00:00
360,Inspetor Visual Otico,0.94,0.91,0.98,0.94,116.22,131.38,0.99,0.96,2021-01-15 23:00:00
361,Testador ICT,0.94,0.98,0.96,0.92,118.22,151.58,0.98,0.92,2021-01-16 00:00:00
362,Testador Circuito SMT,0.94,0.97,0.98,0.9,122.32,155.94,0.94,0.94,2021-01-16 01:00:00
363,Simulador Ambiente,0.91,0.94,0.96,0.92,101.47,154.9,0.94,0.94,2021-01-16 02:00:00
364,AOI Automatizado,0.98,0.91,0.98,0.97,122.35,130.3,0.96,0.95,2021-01-16 03:00:00
365,Testador Circuito SMT,0.95,0.98,0.99,0.96,127.33,141.3,0.95,0.96,2021-01-16 04:00:00
366,Equipamento Solda por Onda,0.95,0.91,0.97,0.97,104.52,120.42,0.97,0.93,2021-01-16 05:00:00
367,Inspetor Visual Otico,0.96,0.96,0.96,0.92,106.92,134.48,0.98,0.96,2021-01-16 06:00:00
368,Equipamento Solda por Refusao,0.95,0.94,0.99,0.92,115.02,130.57,0.95,0.97,2021-01-16 07:00:00
369,Equipamento Solda por Refusao,0.91,0.97,0.98,0.92,114.35,159.54,0.93,0.91,2021-01-16 08:00:00
370,AOI Automatizado,0.98,0.98,0.97,0.93,126.41,152.4,0.94,0.93,2021-01-16 09:00:00
371,Simulador Ambiente,0.96,0.92,0.97,0.95,120.45,152.09,0.97,0.95,2021-01-16 10:00:00
372,Simulador Ambiente,0.96,0.93,0.99,0.88,120.2,129.34,0.98,0.96,2021-01-16 11:00:00
373,Medidor Corrente,0.91,0.91,0.99,0.96,111.54,152.18,0.98,0.93,2021-01-16 12:00:00
374,AOI Automatizado,0.9,0.98,0.95,0.94,109.23,138.47,0.95,0.94,2021-01-16 13:00:00
375,Testador ICT,0.91,0.99,0.96,0.91,121.74,136.6,0.94,0.93,2021-01-16 14:00:00
376,Scanner Linha Producao,0.99,0.96,0.98,0.96,107.73,126.41,0.96,0.95,2021-01-16 15:00:00
377,Simulador Ambiente,0.91,0.99,0.99,0.91,128.2,126.9,0.94,0.95,2021-01-16 16:00:00
378,Inspetor Visual Otico,0.91,0.91,0.96,0.96,122.0,142.82,0.98,0.93,2021-01-16 17:00:00
379,Calibrador Robos,0.92,0.99,0.97,0.94,111.21,148.45,0.98,0.94,2021-01-16 18:00:00
380,AOI Automatizado,0.94,0.99,0.96,0.94,126.11,154.37,0.95,0.96,2021-01-16 19:00:00
381,Equipamento Solda por Refusao,0.98,0.94,0.98,0.9,119.47,134.52,0.93,0.9,2021-01-16 20:00:00
382,Calibrador Robos,0.9,0.96,0.97,0.96,114.19,144.35,0.96,0.92,2021-01-16 21:00:00
383,Equipamento Solda por Onda,0.97,0.91,0.96,0.91,115.62,142.83,0.98,0.95,2021-01-16 22:00:00
384,Equipamento Solda por Refusao,0.98,0.93,0.97,0.93,126.38,146.71,0.93,0.94,2021-01-16 23:00:00
385,Calibrador Robos,0.95,0.97,0.96,0.88,120.07,133.67,0.97,0.96,2021-01-17 00:00:00
386,Equipamento Solda por Refusao,0.96,0.94,0.97,0.92,126.7,158.97,0.95,0.96,2021-01-17 01:00:00
387,Equipamento Solda por Refusao,0.95,0.95,0.95,0.95,109.29,123.98,0.97,0.97,2021-01-17 02:00:00
388,Inspetor Visual Otico,0.93,0.96,0.97,0.9,115.54,122.56,0.94,0.92,2021-01-17 03:00:00
389,Equipamento Solda por Onda,0.94,0.96,0.98,0.95,103.02,152.21,0.95,0.91,2021-01-17 04:00:00
390,Testador Circuito SMT,0.91,0.95,0.99,0.93,119.61,137.01,0.97,0.96,2021-01-17 05:00:00
391,Medidor Corrente,0.98,0.98,0.96,0.91,126.24,146.53,0.94,0.92,2021-01-17 06:00:00
392,AOI Automatizado,0.96,0.97,0.98,0.88,116.36,131.01,0.93,0.92,2021-01-17 07:00:00
393,Medidor Corrente,0.97,0.97,0.98,0.95,107.83,125.08,0.96,0.93,2021-01-17 08:00:00
394,Inspetor Visual Otico,0.93,0.95,0.99,0.92,128.48,120.99,0.95,0.92,2021-01-17 09:00:00
395,Calibrador Robos,0.95,0.95,0.97,0.96,115.6,153.2,0.99,0.91,2021-01-17 10:00:00
396,Equipamento Solda por Refusao,0.97,0.98,0.99,0.94,101.0,159.96,0.97,0.91,2021-01-17 11:00:00
397,Equipamento Solda por Onda,0.94,0.91,0.99,0.95,120.75,155.75,0.98,0.95,2021-01-17 12:00:00
398,Scanner AOI,0.93,0.98,1.0,0.9,118.69,137.86,0.94,0.92,2021-01-17 13:00:00
399,Scanner AOI,0.93,0.99,0.95,0.93,108.51,152.42,0.94,0.94,2021-01-17 14:00:00
400,Testador ICT,0.94,0.97,0.99,0.95,119.82,127.76,0.96,0.96,2021-01-17 15:00:00
401,Scanner AOI,0.98,0.95,0.96,0.89,118.85,156.95,0.94,0.93,2021-01-17 16:00:00
402,Inspetor Visual Otico,0.98,0.95,0.96,0.9,129.87,141.01,0.94,0.95,2021-01-17 17:00:00
403,AOI Automatizado,0.92,0.99,0.98,0.95,119.66,154.23,0.94,0.94,2021-01-17 18:00:00
404,Scanner AOI,0.93,0.95,1.0,0.96,108.51,126.23,0.98,0.93,2021-01-17 19:00:00
405,Calibrador Robos,0.95,0.92,0.99,0.91,127.55,157.78,0.94,0.97,2021-01-17 20:00:00
406,Scanner AOI,0.92,0.97,0.95,0.88,113.14,157.74,0.97,0.95,2021-01-17 21:00:00
407,Scanner Linha Producao,0.93,0.93,0.99,0.9,122.06,143.17,0.95,0.96,2021-01-17 22:00:00
408,Medidor Corrente,0.95,0.96,0.98,0.92,114.45,153.99,0.94,0.93,2021-01-17 23:00:00
409,Equipamento Solda por Onda,0.98,0.93,0.99,0.95,114.91,153.52,0.94,0.91,2021-01-18 00:00:00
410,Inspetor Visual Otico,0.9,0.94,0.99,0.95,122.11,142.56,0.98,0.94,2021-01-18 01:00:00
411,Equipamento Solda por Onda,0.93,0.9,0.96,0.91,129.63,159.07,0.96,0.97,2021-01-18 02:00:00
412,Equipamento Solda por Refusao,0.97,0.93,0.95,0.96,100.75,125.34,0.97,0.96,2021-01-18 03:00:00
413,Inspetor Visual Otico,0.94,0.98,0.97,0.92,109.86,139.59,0.99,0.94,2021-01-18 04:00:00
414,Testador ICT,0.92,0.98,0.96,0.97,110.26,143.4,0.94,0.91,2021-01-18 05:00:00
415,Calibrador Robos,0.94,0.91,0.98,0.94,105.03,130.55,0.99,0.96,2021-01-18 06:00:00
416,Testador ICT,0.92,0.97,0.99,0.9,125.9,126.78,0.95,0.95,2021-01-18 07:00:00
417,Testador Circuito SMT,0.95,0.9,0.98,0.92,107.96,159.28,0.95,0.96,2021-01-18 08:00:00
418,Scanner Linha Producao,0.94,0.93,0.97,0.97,100.9,147.25,0.95,0.96,2021-01-18 09:00:00
419,Equipamento Solda por Refusao,0.99,0.97,0.96,0.9,124.9,148.46,0.94,0.96,2021-01-18 10:00:00
420,Scanner Linha Producao,0.94,0.96,0.99,0.91,109.28,139.68,0.97,0.96,2021-01-18 11:00:00
421,Calibrador Robos,0.94,0.95,0.98,0.91,129.48,131.48,0.97,0.97,2021-01-18 12:00:00
422,Simulador Ambiente,0.91,0.99,0.99,0.96,116.96,142.0,0.99,0.92,2021-01-18 13:00:00
423,Equipamento Solda por Onda,0.95,0.93,0.99,0.9,110.67,121.73,0.98,0.97,2021-01-18 14:00:00
424,AOI Automatizado,0.91,0.93,0.98,0.91,122.42,143.11,0.96,0.95,2021-01-18 15:00:00
425,Medidor Corrente,0.92,0.91,0.99,0.9,100.32,152.43,0.97,0.94,2021-01-18 16:00:00
426,Testador Circuito SMT,0.95,0.98,0.97,0.95,121.98,120.08,0.93,0.92,2021-01-18 17:00:00
427,Testador ICT,0.93,0.95,0.99,0.9,120.36,155.87,0.94,0.93,2021-01-18 18:00:00
428,Simulador Ambiente,0.94,0.98,0.99,0.96,102.14,127.22,0.99,0.93,2021-01-18 19:00:00
429,Scanner Linha Producao,0.96,0.98,0.99,0.96,102.91,137.92,0.96,0.92,2021-01-18 20:00:00
430,Inspetor Visual Otico,0.98,0.98,0.99,0.92,101.43,149.47,0.96,0.94,2021-01-18 21:00:00
431,Testador ICT,0.93,0.91,0.96,0.96,117.92,133.63,0.96,0.96,2021-01-18 22:00:00
432,Equipamento Solda por Onda,0.95,0.92,0.96,0.89,113.98,135.62,0.96,0.9,2021-01-18 23:00:00
433,Scanner AOI,0.94,0.97,0.99,0.89,128.11,139.69,0.93,0.96,2021-01-19 00:00:00
434,Scanner Linha Producao,0.91,0.91,0.96,0.89,111.85,136.18,0.95,0.96,2021-01-19 01:00:00
435,Simulador Ambiente,0.98,0.92,0.99,0.9,122.16,151.52,0.94,0.97,2021-01-19 02:00:00
436,Scanner AOI,0.97,0.95,0.96,0.91,114.24,125.83,0.95,0.96,2021-01-19 03:00:00
437,Equipamento Solda por Onda,0.93,0.97,0.98,0.94,104.44,139.71,0.96,0.91,2021-01-19 04:00:00
438,Equipamento Solda por Refusao,0.98,0.98,1.0,0.9,102.48,140.87,0.98,0.97,2021-01-19 05:00:00
439,Testador Circuito SMT,0.95,0.91,0.96,0.97,129.79,128.36,0.95,0.97,2021-01-19 06:00:00
440,Equipamento Solda por Refusao,0.97,0.97,0.98,0.89,107.08,138.4,0.94,0.95,2021-01-19 07:00:00
441,Scanner Linha Producao,0.96,0.9,0.98,0.92,112.02,155.56,0.95,0.93,2021-01-19 08:00:00
442,Medidor Corrente,0.93,0.92,0.97,0.93,105.15,121.41,0.97,0.96,2021-01-19 09:00:00
443,Simulador Ambiente,0.94,0.95,0.98,0.91,116.71,123.95,0.94,0.91,2021-01-19 10:00:00
444,Equipamento Solda por Refusao,0.9,0.93,0.97,0.89,129.11,133.88,0.99,0.92,2021-01-19 11:00:00
445,Scanner AOI,0.98,0.98,0.98,0.94,120.79,154.43,0.98,0.97,2021-01-19 12:00:00
446,Simulador Ambiente,0.93,0.94,1.0,0.9,107.96,144.37,0.96,0.96,2021-01-19 13:00:00
447,Inspetor Visual Otico,0.98,0.97,0.98,0.96,129.7,121.97,0.99,0.92,2021-01-19 14:00:00
448,Inspetor Visual Otico,0.91,0.91,0.95,0.89,113.97,145.23,0.95,0.95,2021-01-19 15:00:00
449,Testador ICT,0.93,0.99,0.99,0.94,103.8,132.57,0.96,0.95,2021-01-19 16:00:00
450,Scanner AOI,0.95,0.9,0.98,0.91,110.75,151.49,0.95,0.94,2021-01-19 17:00:00
451,Inspetor Visual Otico,0.97,0.91,0.96,0.93,122.8,131.22,0.93,0.92,2021-01-19 18:00:00
452,Scanner AOI,0.93,0.9,0.99,0.93,114.48,138.79,0.94,0.95,2021-01-19 19:00:00
453,Equipamento Solda por Onda,0.94,0.98,0.99,0.94,115.98,152.53,0.98,0.91,2021-01-19 20:00:00
454,Medidor Corrente,0.92,0.97,0.99,0.94,119.9,134.64,0.98,0.93,2021-01-19 21:00:00
455,Testador ICT,0.95,0.93,0.97,0.96,115.67,139.37,0.93,0.95,2021-01-19 22:00:00
456,Scanner AOI,0.97,0.96,0.99,0.94,113.11,138.81,0.98,0.96,2021-01-19 23:00:00
457,Simulador Ambiente,0.99,0.95,0.99,0.94,111.87,153.79,0.93,0.93,2021-01-20 00:00:00
458,Equipamento Solda por Onda,0.94,0.96,0.97,0.91,124.36,152.6,0.96,0.93,2021-01-20 01:00:00
459,Testador ICT,0.96,0.95,0.96,0.92,107.02,128.13,0.98,0.92,2021-01-20 02:00:00
460,AOI Automatizado,0.9,0.93,1.0,0.97,120.38,144.21,0.96,0.94,2021-01-20 03:00:00
461,Simulador Ambiente,0.91,0.92,0.99,0.91,111.24,129.16,0.95,0.91,2021-01-20 04:00:00
462,Equipamento Solda por Refusao,0.96,0.96,1.0,0.91,102.14,140.11,0.94,0.93,2021-01-20 05:00:00
463,AOI Automatizado,0.91,0.92,0.98,0.94,121.35,139.83,0.93,0.93,2021-01-20 06:00:00
464,Inspetor Visual Otico,0.93,0.9,0.95,0.95,121.1,127.56,0.94,0.95,2021-01-20 07:00:00
465,Inspetor Visual Otico,0.94,0.93,0.98,0.89,114.49,150.01,0.98,0.94,2021-01-20 08:00:00
466,Scanner AOI,0.99,0.92,0.99,0.96,119.18,151.12,0.99,0.91,2021-01-20 09:00:00
467,AOI Automatizado,0.98,0.95,0.99,0.95,113.24,134.95,0.93,0.96,2021-01-20 10:00:00
468,Scanner AOI,0.97,0.93,0.97,0.91,119.89,136.3,0.98,0.95,2021-01-20 11:00:00
469,Testador ICT,0.91,0.91,0.99,0.94,110.71,145.28,0.97,0.96,2021-01-20 12:00:00
470,Simulador Ambiente,0.94,0.94,1.0,0.92,120.87,135.45,0.98,0.91,2021-01-20 13:00:00
471,Medidor Corrente,0.92,0.95,0.98,0.92,102.18,139.11,0.95,0.95,2021-01-20 14:00:00
472,Simulador Ambiente,0.91,0.92,0.99,0.96,107.89,143.07,0.98,0.94,2021-01-20 15:00:00
473,Inspetor Visual Otico,0.92,0.97,0.98,0.94,101.07,147.94,0.94,0.94,2021-01-20 16:00:00
474,Equipamento Solda por Refusao,0.92,0.96,0.97,0.94,124.75,139.48,0.99,0.92,2021-01-20 17:00:00
475,Scanner Linha Producao,0.99,0.95,0.97,0.96,106.56,124.92,0.94,0.92,2021-01-20 18:00:00
476,Equipamento Solda por Onda,0.94,0.96,0.96,0.9,121.7,122.02,0.95,0.94,2021-01-20 19:00:00
477,Simulador Ambiente,0.94,0.99,0.95,0.95,121.74,129.93,0.98,0.96,2021-01-20 20:00:00
478,Scanner Linha Producao,0.94,0.96,0.96,0.88,124.73,133.21,0.99,0.93,2021-01-20 21:00:00
479,AOI Automatizado,0.96,0.93,0.96,0.92,110.52,122.79,0.98,0.92,2021-01-20 22:00:00
480,Testador Circuito SMT,0.92,0.92,0.99,0.95,125.18,142.91,0.94,0.91,2021-01-20 23:00:00
481,Testador ICT,0.95,0.94,0.97,0.92,114.15,121.28,0.95,0.95,2021-01-21 00:00:00
482,Inspetor Visual Otico,0.95,0.91,0.96,0.97,105.9,144.55,0.94,0.94,2021-01-21 01:00:00
483,Calibrador Robos,0.95,0.92,0.97,0.9,101.11,144.54,0.94,0.93,2021-01-21 02:00:00
484,Scanner Linha Producao,0.91,0.97,0.97,0.89,102.33,138.44,0.96,0.96,2021-01-21 03:00:00
